               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 136,            0.015216,           0.0096874,           0.0011357,             0.98219,             0.97921,             0.99351,             0.88298,            0.011768,            0.003701,          0.00023623,           0.0031488,           0.0031488,           0.0031488
                 137,            0.015309,           0.0097775,           0.0011326,             0.99247,             0.96443,             0.99341,             0.87613,            0.011393,           0.0036982,          0.00021921,           0.0030888,           0.0030888,           0.0030888
                 138,            0.014771,           0.0093858,           0.0010247,             0.99098,             0.97918,             0.99327,             0.87816,            0.011615,           0.0036932,          0.00020618,           0.0030294,           0.0030294,           0.0030294
                 139,            0.015137,            0.010021,           0.0011564,             0.97865,             0.98201,             0.99344,             0.87052,            0.012187,           0.0037826,          0.00020843,           0.0029706,           0.0029706,           0.0029706
                 140,            0.015049,           0.0099121,           0.0012695,             0.97765,             0.98025,             0.99182,             0.87628,            0.011653,           0.0037596,          0.00019566,           0.0029125,           0.0029125,           0.0029125
                 141,            0.014626,           0.0098776,           0.0011752,             0.98653,              0.9783,             0.99361,             0.88273,            0.011655,           0.0036157,          0.00038738,            0.002855,            0.002855,            0.002855
                 142,             0.01536,           0.0097983,          0.00096278,             0.98549,             0.98752,             0.99234,             0.88567,            0.011719,            0.003654,          0.00027171,           0.0027981,           0.0027981,           0.0027981
                 143,            0.014468,           0.0096879,           0.0008271,             0.98687,             0.98757,             0.99149,             0.88381,            0.011682,           0.0036175,          0.00028291,           0.0027419,           0.0027419,           0.0027419
                 144,            0.014388,            0.009891,          0.00084144,              0.9865,             0.98241,             0.99273,             0.88822,            0.011783,           0.0036339,          0.00023895,           0.0026864,           0.0026864,           0.0026864
                 145,            0.014417,           0.0094751,          0.00087215,              0.9887,             0.98428,             0.99396,             0.88645,            0.011911,           0.0036573,          0.00026278,           0.0026316,           0.0026316,           0.0026316
                 146,            0.014634,           0.0093578,          0.00099464,             0.98821,             0.98602,             0.99409,             0.88721,            0.011673,           0.0036214,          0.00027838,           0.0025775,           0.0025775,           0.0025775
                 147,            0.014314,           0.0094988,          0.00066484,             0.98766,             0.97496,             0.99268,             0.88363,            0.011816,           0.0036421,          0.00028789,           0.0025241,           0.0025241,           0.0025241
                 148,            0.013981,           0.0094763,          0.00092882,             0.98959,             0.98473,              0.9943,             0.88358,            0.012036,           0.0036174,          0.00031304,           0.0024714,           0.0024714,           0.0024714
                 149,             0.01396,           0.0092693,           0.0011092,             0.98677,             0.97694,             0.99369,             0.89057,            0.011806,           0.0036293,          0.00028836,           0.0024195,           0.0024195,           0.0024195
